-1.065264455974102020e-03,0.000000000000000000e+00,-1.065264455974102020e-03
2.130528911948204041e-03,-2.130528911948204041e-03,0.000000000000000000e+00
2.130528911948204041e-03,-2.130528911948204041e-03,-1.065264455974102020e-03
1.065264455974102020e-03,-2.130528911948204041e-03,-1.065264455974102020e-03
0.000000000000000000e+00,-1.065264455974102020e-03,-1.065264455974102020e-03
-1.065264455974102020e-03,-2.130528911948204041e-03,-1.065264455974102020e-03
-1.065264455974102020e-03,-3.195793367922306061e-03,0.000000000000000000e+00
0.000000000000000000e+00,-2.130528911948204041e-03,0.000000000000000000e+00
0.000000000000000000e+00,-1.065264455974102020e-03,0.000000000000000000e+00
2.130528911948204041e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.195793367922306061e-03,-1.065264455974102020e-03,1.065264455974102020e-03
3.195793367922306061e-03,-3.195793367922306061e-03,0.000000000000000000e+00
0.000000000000000000e+00,-3.195793367922306061e-03,1.065264455974102020e-03
1.065264455974102020e-03,-1.065264455974102020e-03,1.065264455974102020e-03
3.195793367922306061e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.130528911948204041e-03,0.000000000000000000e+00,-1.065264455974102020e-03
2.130528911948204041e-03,-2.130528911948204041e-03,-1.065264455974102020e-03
1.065264455974102020e-03,-3.195793367922306061e-03,-1.065264455974102020e-03
1.065264455974102020e-03,-2.130528911948204041e-03,-1.065264455974102020e-03
1.065264455974102020e-03,-1.065264455974102020e-03,0.000000000000000000e+00
1.065264455974102020e-03,-2.130528911948204041e-03,0.000000000000000000e+00
3.195793367922306061e-03,-2.130528911948204041e-03,0.000000000000000000e+00
4.261057823896408081e-03,-2.130528911948204041e-03,0.000000000000000000e+00
3.195793367922306061e-03,-2.130528911948204041e-03,0.000000000000000000e+00
1.065264455974102020e-03,-2.130528911948204041e-03,0.000000000000000000e+00
0.000000000000000000e+00,-1.065264455974102020e-03,0.000000000000000000e+00
1.065264455974102020e-03,-1.065264455974102020e-03,0.000000000000000000e+00
-1.065264455974102020e-03,-1.065264455974102020e-03,0.000000000000000000e+00
-2.130528911948204041e-03,-1.065264455974102020e-03,-1.065264455974102020e-03
-1.065264455974102020e-03,-2.130528911948204041e-03,-1.065264455974102020e-03
1.065264455974102020e-03,-2.130528911948204041e-03,0.000000000000000000e+00
2.130528911948204041e-03,-1.065264455974102020e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.065264455974102020e-03
-1.065264455974102020e-03,-2.130528911948204041e-03,2.130528911948204041e-03
-1.065264455974102020e-03,-2.130528911948204041e-03,1.065264455974102020e-03
0.000000000000000000e+00,-3.195793367922306061e-03,0.000000000000000000e+00
1.065264455974102020e-03,-2.130528911948204041e-03,0.000000000000000000e+00
2.130528911948204041e-03,-3.195793367922306061e-03,-1.065264455974102020e-03
1.065264455974102020e-03,-2.130528911948204041e-03,0.000000000000000000e+00
1.065264455974102020e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.065264455974102020e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.065264455974102020e-03,0.000000000000000000e+00
0.000000000000000000e+00,-1.065264455974102020e-03,-1.065264455974102020e-03
1.065264455974102020e-03,-3.195793367922306061e-03,0.000000000000000000e+00
2.130528911948204041e-03,-3.195793367922306061e-03,0.000000000000000000e+00
2.130528911948204041e-03,-3.195793367922306061e-03,-1.065264455974102020e-03
1.065264455974102020e-03,-2.130528911948204041e-03,0.000000000000000000e+00
0.000000000000000000e+00,-1.065264455974102020e-03,-1.065264455974102020e-03
0.000000000000000000e+00,-1.065264455974102020e-03,-1.065264455974102020e-03
1.065264455974102020e-03,0.000000000000000000e+00,0.000000000000000000e+00
-1.065264455974102020e-03,1.065264455974102020e-03,0.000000000000000000e+00
-2.130528911948204041e-03,1.065264455974102020e-03,0.000000000000000000e+00
-2.130528911948204041e-03,0.000000000000000000e+00,0.000000000000000000e+00
-1.065264455974102020e-03,-1.065264455974102020e-03,0.000000000000000000e+00
0.000000000000000000e+00,-1.065264455974102020e-03,0.000000000000000000e+00
1.065264455974102020e-03,-1.065264455974102020e-03,1.065264455974102020e-03
3.195793367922306061e-03,-1.065264455974102020e-03,0.000000000000000000e+00
2.130528911948204041e-03,-1.065264455974102020e-03,0.000000000000000000e+00
0.000000000000000000e+00,-1.065264455974102020e-03,0.000000000000000000e+00
1.065264455974102020e-03,-2.130528911948204041e-03,0.000000000000000000e+00
